"","clust","year","collection_date","month","species","trap_nights","total_mosquitoes","mos_per_trap_night"
"41238",34,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41239",35,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41240",36,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41241",37,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41242",39,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41243",48,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41244",56,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41245",60,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41246",64,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41247",71,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41248",75,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41249",77,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41250",83,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41251",84,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41252",86,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41253",87,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41254",88,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41255",89,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41256",90,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41257",91,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41258",92,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41259",93,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41260",94,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41261",8,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41262",15,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41263",18,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41264",19,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41265",20,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41266",21,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41267",22,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41268",23,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41269",29,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41270",33,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41271",34,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41272",35,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41273",36,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41274",37,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41275",39,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41276",48,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41277",56,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41278",60,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41279",64,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41280",71,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41281",75,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41282",77,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41283",83,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41284",84,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41285",86,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41286",87,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41287",88,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41288",89,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41289",90,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41290",91,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41291",92,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41292",93,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41293",94,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41294",8,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41295",15,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41296",18,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41297",19,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41298",20,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41299",21,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41300",22,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41301",23,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41302",29,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41303",33,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41304",34,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41305",35,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41306",36,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41307",37,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41308",39,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41309",48,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41310",56,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41311",60,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41312",64,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41313",71,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41314",75,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41315",77,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41316",83,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41317",84,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41318",86,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41319",87,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41320",88,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41321",89,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41322",90,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41323",91,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41324",92,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41325",93,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41326",94,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41327",8,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41328",15,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41329",18,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41330",19,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41331",20,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41332",21,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41333",22,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41334",23,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41335",29,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41336",33,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41337",34,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41338",35,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41339",36,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41340",37,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41341",39,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41342",48,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41343",56,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41344",60,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41345",64,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41346",71,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41347",75,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41348",77,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41349",83,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41350",84,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41351",86,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41352",87,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41353",88,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41354",89,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41355",90,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41356",91,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41357",92,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41358",93,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41359",94,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41360",8,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41361",15,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41362",18,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41363",19,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41364",20,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41365",21,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41366",22,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41367",23,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41368",29,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41369",33,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41370",34,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41371",35,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41372",36,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41373",37,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41374",39,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41375",48,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41376",56,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41377",60,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41378",64,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41379",71,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41380",75,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41381",77,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41382",83,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41383",84,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41384",86,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41385",87,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41386",88,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41387",89,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41388",90,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41389",91,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41390",92,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41391",93,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41392",94,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41393",8,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41394",15,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41395",18,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41396",19,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41397",20,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41398",21,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41399",22,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41400",23,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41401",29,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41402",33,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41403",34,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41404",35,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41405",36,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41406",37,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41407",39,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41408",48,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41409",56,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41410",60,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41411",64,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41412",71,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41413",75,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41414",77,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41415",83,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41416",84,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41417",86,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41418",87,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41419",88,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41420",89,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41421",90,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41422",91,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41423",92,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41424",93,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41425",94,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41426",8,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41427",15,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41428",18,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41429",19,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41430",20,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41431",21,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41432",22,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41433",23,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41434",29,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41435",33,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41436",34,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41437",35,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41438",36,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41439",37,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41440",39,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41441",48,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41442",56,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41443",60,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41444",64,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41445",71,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41446",75,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41447",77,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41448",83,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41449",84,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41450",86,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41451",87,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41452",88,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41453",89,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41454",90,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41455",91,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41456",92,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41457",93,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41458",94,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41459",8,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41460",15,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41461",18,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41462",19,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41463",20,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41464",21,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41465",22,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41466",23,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41467",29,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41468",33,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41469",34,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41470",35,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41471",36,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41472",37,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41473",39,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41474",48,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41475",56,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41476",60,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41477",64,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41478",71,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41479",75,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41480",77,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41481",83,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41482",84,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41483",86,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41484",87,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41485",88,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41486",89,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41487",90,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41488",91,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41489",92,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41490",93,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41491",94,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41492",8,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41493",15,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41494",18,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41495",19,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41496",20,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41497",21,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41498",22,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41499",23,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41500",29,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41501",33,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41502",34,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41503",35,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41504",36,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41505",37,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41506",39,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41507",48,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41508",56,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41509",60,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41510",64,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41511",71,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41512",75,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41513",77,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41514",83,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41515",84,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41516",86,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41517",87,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41518",88,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41519",89,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41520",90,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41521",91,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41522",92,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41523",93,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41524",94,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41525",8,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41526",15,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41527",18,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41528",19,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41529",20,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41530",21,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41531",22,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41532",23,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41533",29,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41534",33,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41535",34,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41536",35,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41537",36,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41538",37,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41539",39,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41540",48,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41541",56,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41542",60,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41543",64,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41544",71,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41545",75,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41546",77,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41547",83,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41548",84,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41549",86,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41550",87,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41551",88,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41552",89,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41553",90,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41554",91,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41555",92,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41556",93,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41557",94,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41558",8,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41559",15,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41560",18,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41561",19,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41562",20,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41563",21,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41564",22,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41565",23,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41566",29,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41567",33,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41568",34,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41569",35,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41570",36,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41571",37,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41572",39,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41573",48,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41574",56,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41575",60,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41576",64,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41577",71,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41578",75,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41579",77,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41580",83,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41581",84,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41582",86,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41583",87,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41584",88,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41585",89,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41586",90,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41587",91,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41588",92,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41589",93,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41590",94,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41591",8,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41592",15,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41593",18,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41594",19,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41595",20,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41596",21,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41597",22,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41598",23,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41599",29,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41600",33,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41601",34,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41602",35,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41603",36,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
"41604",37,2011,NA,NA,"Cx. quinquefasciatus",NA,NA,NA
