"","year","month_in_year","pounds_chemical_applied","mos_life_stage_target"
"1309",2013,5,0.24586,"Adulticide"
"1310",2013,2,0.044165,"Adulticide"
"1311",2013,6,0.264265,"Adulticide"
"1312",2013,9,0.008835,"Adulticide"
"1313",2013,8,0.09864,"Adulticide"
"1314",2013,9,0.001767,"Adulticide"
"1315",2013,7,0.021789,"Adulticide"
"1316",2013,5,0.049172,"Adulticide"
"1317",2013,4,0.007067,"Adulticide"
"1318",2013,8,0.019728,"Adulticide"
"1319",2013,2,0.008833,"Adulticide"
"1320",2013,6,0.052853,"Adulticide"
"1321",2013,2,0.03375,"Larvicide"
"1322",2013,10,0.22875,"Larvicide"
"1323",2013,5,0.282,"Larvicide"
"1324",2013,4,3.5775,"Larvicide"
"1325",2013,3,0.0075,"Larvicide"
"1326",2013,6,0.8025,"Larvicide"
"1327",2013,4,0.015,"Larvicide"
"1328",2013,6,0.03,"Larvicide"
"1329",2013,3,0.015,"Larvicide"
"1330",2013,8,0.0075,"Larvicide"
"1331",2013,1,0.015,"Larvicide"
"1332",2013,9,1.19625,"Larvicide"
"1333",2013,1,0.015,"Larvicide"
"1334",2013,9,0.0075,"Larvicide"
"1335",2013,5,5.145,"Larvicide"
"1336",2013,7,1.23,"Larvicide"
"1337",2013,8,1.22625,"Larvicide"
"1338",2013,6,0.005,"Larvicide"
"1339",2013,3,0.0025,"Larvicide"
"1340",2013,6,0.13375,"Larvicide"
"1341",2013,3,0.00125,"Larvicide"
"1342",2013,9,0.199375,"Larvicide"
"1343",2013,9,0.00125,"Larvicide"
"1344",2013,2,0.005625,"Larvicide"
"1345",2013,4,0.0025,"Larvicide"
"1346",2013,8,0.204375,"Larvicide"
"1347",2013,4,0.59625,"Larvicide"
"1348",2013,5,0.8575,"Larvicide"
"1349",2013,1,0.0025,"Larvicide"
"1350",2013,8,0.00125,"Larvicide"
"1351",2013,7,0.205,"Larvicide"
"1352",2013,5,0.047,"Larvicide"
"1353",2013,1,0.0025,"Larvicide"
"1354",2013,10,0.038125,"Larvicide"
"1355",2013,10,7.30078125,"Larvicide"
"1356",2013,7,2.68945625,"Larvicide"
"1357",2013,8,7.546875,"Larvicide"
"1358",2013,6,2.15039375,"Larvicide"
"1359",2013,1,0.12890625,"Larvicide"
"1360",2013,2,0.7265625,"Larvicide"
"1361",2013,11,0.48046875,"Larvicide"
"1362",2013,5,5.0918,"Larvicide"
"1363",2013,4,4.013675,"Larvicide"
"1364",2013,3,1.7402375,"Larvicide"
"1365",2013,12,0.12305,"Larvicide"
"1366",2013,9,1.125,"Larvicide"
"1367",2013,7,8.62252,"Adulticide"
"1368",2013,6,1.83948,"Adulticide"
"1369",2013,8,0.0115,"Adulticide"
"1370",2013,9,0.09198,"Adulticide"
"1371",2013,6,0.45987,"Adulticide"
"1372",2013,8,0.002875,"Adulticide"
"1373",2013,7,2.15563,"Adulticide"
"1374",2013,9,0.022995,"Adulticide"
"1375",2013,8,0.002875,"Adulticide"
"1376",2013,7,2.15563,"Adulticide"
"1377",2013,9,0.022995,"Adulticide"
"1378",2013,6,0.45987,"Adulticide"
"1379",2013,9,14.84725,"Adulticide"
"1380",2013,8,16.72115,"Adulticide"
"1381",2013,7,3.6037,"Adulticide"
"1382",2013,8,6.68846,"Adulticide"
"1383",2013,7,1.44148,"Adulticide"
"1384",2013,9,5.9389,"Adulticide"
"1385",2013,9,5.9389,"Adulticide"
"1386",2013,8,6.68846,"Adulticide"
"1387",2013,7,1.44148,"Adulticide"
"1388",2013,9,1.484725,"Adulticide"
"1389",2013,8,1.672115,"Adulticide"
"1390",2013,7,0.36037,"Adulticide"
"1391",2013,8,1.672115,"Adulticide"
"1392",2013,7,0.36037,"Adulticide"
"1393",2013,9,1.484725,"Adulticide"
"1394",2013,10,0.5906768,"Larvicide"
"1395",2013,6,1.3501792,"Larvicide"
"1396",2013,7,1.7157936,"Larvicide"
"1397",2013,4,0.3624544,"Larvicide"
"1398",2013,5,1.7486,"Larvicide"
"1399",2013,3,14.12770977,"Larvicide"
"1400",2013,4,249.60952008,"Larvicide"
"1401",2013,10,1058.05638234,"Larvicide"
"1402",2013,8,25.98488667,"Larvicide"
"1403",2013,9,896.28652008,"Larvicide"
"1404",2013,4,3.90033306,"Larvicide"
"1405",2013,3,1.53770967,"Larvicide"
"1406",2013,7,569.68138404,"Larvicide"
"1407",2013,5,720.01653408,"Larvicide"
"1408",2013,7,23.26587111,"Larvicide"
"1409",2013,6,13.95151641,"Larvicide"
"1410",2013,11,61.81271973,"Larvicide"
"1411",2013,9,30.12149484,"Larvicide"
"1412",2013,8,516.79458324,"Larvicide"
"1413",2013,11,7.74461304,"Larvicide"
"1414",2013,10,31.51504314,"Larvicide"
"1415",2013,5,7.41224196,"Larvicide"
"1416",2013,6,578.51720937,"Larvicide"
"1417",2013,9,0.1496,"Larvicide"
"1418",2013,10,0.748,"Larvicide"
"1419",2013,4,0.16875,"Larvicide"
"1420",2013,3,0.075,"Larvicide"
"1421",2013,9,2.19375,"Larvicide"
"1422",2013,10,0.075,"Larvicide"
"1423",2013,8,108.59008,"Larvicide"
"1424",2013,10,2.2528,"Larvicide"
"1425",2013,11,13.696,"Larvicide"
"1426",2013,5,47.36,"Larvicide"
"1427",2013,8,4.59776,"Larvicide"
"1428",2013,9,3.584,"Larvicide"
"1429",2013,10,39.9616,"Larvicide"
"1430",2013,7,43.8912,"Larvicide"
"1431",2013,4,22.1696,"Larvicide"
"1432",2013,7,12.032,"Larvicide"
"1433",2013,6,88.4224,"Larvicide"
"1434",2013,9,93.8624,"Larvicide"
"1435",2013,5,0.12891,"Larvicide"
"1436",2013,6,0.009375,"Larvicide"
"1437",2013,3,0.0324837,"Larvicide"
"1438",2013,2,0.0042201,"Larvicide"
"1439",2013,2,0.0070335,"Larvicide"
"1440",2013,3,0.0541395,"Larvicide"
"1441",2013,11,0.0185625,"Larvicide"
"1442",2013,5,1.7908587,"Larvicide"
"1443",2013,8,0.6657201,"Larvicide"
"1444",2013,6,1.5191712,"Larvicide"
"1445",2013,4,0.5349375,"Larvicide"
"1446",2013,7,1.3238451,"Larvicide"
"1447",2013,10,0.6855462,"Larvicide"
"1448",2013,9,1.5263451,"Larvicide"
"1449",2013,7,2.2064085,"Larvicide"
"1450",2013,9,2.5439085,"Larvicide"
"1451",2013,4,0.8915625,"Larvicide"
"1452",2013,10,1.142577,"Larvicide"
"1453",2013,8,1.1095335,"Larvicide"
"1454",2013,5,2.9847645,"Larvicide"
"1455",2013,11,0.0309375,"Larvicide"
"1456",2013,6,2.531952,"Larvicide"
"1457",2013,8,24.02882,"Adulticide"
"1458",2013,7,9.811,"Adulticide"
"1459",2013,6,11.2838,"Adulticide"
"1460",2013,9,16.39804,"Adulticide"
"1461",2013,7,0.009051,"Larvicide"
"1462",2013,3,0.024567,"Larvicide"
"1463",2013,7,0.48288,"Larvicide"
"1464",2013,4,217.21308,"Larvicide"
"1465",2013,9,2.89728,"Larvicide"
"1466",2013,5,3.2008,"Larvicide"
"1467",2013,6,1.2417,"Larvicide"
"1468",2013,8,11.31318,"Larvicide"
"1469",2013,5,2.30051,"Larvicide"
"1470",2013,3,0.03254,"Larvicide"
"1471",2013,4,0.165135,"Larvicide"
"1472",2013,8,7.041065,"Larvicide"
"1473",2013,9,6.988575,"Larvicide"
"1474",2013,7,8.29258,"Larvicide"
"1475",2013,6,5.499915,"Larvicide"
"1476",2013,11,0.181405,"Larvicide"
"1477",2013,10,0.68,"Larvicide"
"1478",2013,7,0.18,"Larvicide"
"1479",2013,5,1.11,"Larvicide"
"1480",2013,6,0.015,"Larvicide"
"1481",2013,10,20.70015625,"Larvicide"
"1482",2013,8,0.07400525,"Larvicide"
"1483",2013,9,0.116875,"Larvicide"
"1484",2013,6,15.7515625,"Larvicide"
"1485",2013,6,1.91621875,"Larvicide"
"1486",2013,3,0.0025,"Larvicide"
"1487",2013,7,0.093052,"Larvicide"
"1488",2013,9,15.82195525,"Larvicide"
"1489",2013,3,0.02921875,"Larvicide"
"1490",2013,4,15.34383025,"Larvicide"
"1491",2013,7,17.30546875,"Larvicide"
"1492",2013,11,5.525,"Larvicide"
"1493",2013,5,13.950625,"Larvicide"
"1494",2013,8,18.44101775,"Larvicide"
"1495",2013,8,0.584375,"Larvicide"
"1496",2013,7,0.2205,"Larvicide"
"1497",2013,5,0.08274,"Larvicide"
"1498",2013,3,0.0177198,"Larvicide"
"1499",2013,8,0.0610323,"Larvicide"
"1500",2013,5,0.2894073,"Larvicide"
"1501",2013,6,0.1634073,"Larvicide"
"1502",2013,4,0.1771875,"Larvicide"
"1503",2013,4,0.00375,"Larvicide"
"1504",2013,6,0.0525,"Larvicide"
"1505",2013,7,0.0375,"Larvicide"
"1506",2013,5,0.0196875,"Larvicide"
"1507",2013,10,0.294375,"Larvicide"
"1508",2013,9,0.2217195,"Larvicide"
"1509",2013,8,0.03375,"Larvicide"
"1510",2013,2,0.0995634,"Larvicide"
"1511",2013,1,0.030375,"Larvicide"
"1512",2013,2,0.016252,"Larvicide"
"1513",2013,1,0.003752,"Larvicide"
"1514",2013,9,0.4252432,"Larvicide"
"1515",2013,8,1.2333472,"Larvicide"
"1516",2014,10,1.6598,"Larvicide"
"1517",2014,2,3.1046,"Larvicide"
"1518",2014,10,96.3882,"Larvicide"
"1519",2014,12,0.8892,"Larvicide"
"1520",2014,6,0.5928,"Larvicide"
"1521",2014,4,116.8402,"Larvicide"
"1522",2014,9,119.2114,"Larvicide"
"1523",2014,1,0.2343,"Larvicide"
"1524",2014,8,2.964,"Larvicide"
"1525",2014,5,0.415,"Larvicide"
"1526",2014,9,2.3712,"Larvicide"
"1527",2014,7,193.8893,"Larvicide"
"1528",2014,3,13.1505,"Larvicide"
"1529",2014,12,0.8892,"Larvicide"
"1530",2014,11,5.5062,"Larvicide"
"1531",2014,6,151.919,"Larvicide"
"1532",2014,5,155.4165,"Larvicide"
"1533",2014,8,56.0193,"Larvicide"
"1534",2014,7,11.0509318,"Adulticide"
"1535",2014,8,21.035072,"Adulticide"
"1536",2014,9,4.527056,"Adulticide"
"1537",2014,8,21.035072,"Adulticide"
"1538",2014,7,11.0509318,"Adulticide"
"1539",2014,9,4.527056,"Adulticide"
"1540",2014,7,0.12,"Larvicide"
"1541",2014,6,0.3097995,"Larvicide"
"1542",2014,5,0.595663,"Larvicide"
"1543",2014,4,0.0495,"Larvicide"
"1544",2014,8,0.0216,"Larvicide"
"1545",2014,9,0.00288,"Larvicide"
"1546",2014,6,0.02304,"Larvicide"
"1547",2014,5,0.0045,"Larvicide"
"1548",2014,4,0.00432,"Larvicide"
"1549",2014,6,0.0495,"Larvicide"
"1550",2014,8,0.477,"Larvicide"
"1551",2014,4,0.3204,"Larvicide"
"1552",2014,7,18.60449,"Adulticide"
"1553",2014,6,5.44437,"Adulticide"
"1554",2014,8,15.76672,"Adulticide"
"1555",2014,9,9.65191,"Adulticide"
"1556",2014,8,15.76672,"Adulticide"
"1557",2014,9,9.65191,"Adulticide"
"1558",2014,6,5.44437,"Adulticide"
"1559",2014,7,18.60449,"Adulticide"
"1560",2014,8,16.061645,"Adulticide"
"1561",2014,7,15.474225,"Adulticide"
"1562",2014,6,1.50155,"Adulticide"
"1563",2014,9,11.48109,"Adulticide"
"1564",2014,5,0.075905,"Adulticide"
"1565",2014,6,1.50155,"Adulticide"
"1566",2014,9,11.48109,"Adulticide"
"1567",2014,5,0.075905,"Adulticide"
"1568",2014,7,15.474225,"Adulticide"
"1569",2014,8,16.061645,"Adulticide"
"1570",2014,7,3.094845,"Adulticide"
"1571",2014,5,0.015181,"Adulticide"
"1572",2014,9,2.296218,"Adulticide"
"1573",2014,6,0.30031,"Adulticide"
"1574",2014,8,3.212329,"Adulticide"
"1575",2014,9,0.006964,"Adulticide"
"1576",2014,10,0.006964,"Adulticide"
"1577",2014,8,0.020892,"Adulticide"
"1578",2014,9,0.020892,"Adulticide"
"1579",2014,10,0.020892,"Adulticide"
"1580",2014,8,0.062676,"Adulticide"
"1581",2014,10,6425.368367,"Larvicide"
"1582",2014,6,4333.521366,"Larvicide"
"1583",2014,5,1065.324325,"Larvicide"
"1584",2014,7,11568.8796,"Larvicide"
"1585",2014,1,7.853217,"Larvicide"
"1586",2014,11,6.88506,"Larvicide"
"1587",2014,3,406.809852,"Larvicide"
"1588",2014,6,4259.770617,"Larvicide"
"1589",2014,11,216.879196,"Larvicide"
"1590",2014,11,422.516383,"Larvicide"
"1591",2014,3,21.894452,"Larvicide"
"1592",2014,2,56.640337,"Larvicide"
"1593",2014,5,0.914419,"Larvicide"
"1594",2014,9,135.657022,"Larvicide"
"1595",2014,10,104.943233,"Larvicide"
"1596",2014,12,253.438787,"Larvicide"
"1597",2014,12,27.862959,"Larvicide"
"1598",2014,8,788.200854,"Larvicide"
"1599",2014,10,1145.397437,"Larvicide"
"1600",2014,4,4247.378576,"Larvicide"
"1601",2014,9,10226.347996,"Larvicide"
"1602",2014,5,4588.188658,"Larvicide"
"1603",2014,8,7571.944839,"Larvicide"
"1604",2014,7,5627.222879,"Larvicide"
"1605",2014,4,498.340119,"Larvicide"
"1606",2014,6,52.148946,"Larvicide"
"1607",2014,12,27.862959,"Larvicide"
"1608",2014,8,83.319896,"Larvicide"
"1609",2014,9,786.066563,"Larvicide"
"1610",2014,4,11.06047,"Larvicide"
"1611",2014,3,1.71901,"Larvicide"
"1612",2014,6,35.8391,"Larvicide"
"1613",2014,8,159.60217,"Larvicide"
"1614",2014,5,41.68599,"Larvicide"
"1615",2014,9,0.06786,"Larvicide"
"1616",2014,7,106.70302,"Larvicide"
"1617",2014,6,0.008835,"Adulticide"
"1618",2014,10,0.002945,"Adulticide"
"1619",2014,5,0.000735,"Adulticide"
"1620",2014,4,0.142805,"Adulticide"
"1621",2014,6,0.008835,"Adulticide"
"1622",2014,10,0.002945,"Adulticide"
"1623",2014,5,0.000735,"Adulticide"
"1624",2014,4,0.142805,"Adulticide"
"1625",2014,5,0.000147,"Adulticide"
"1626",2014,6,0.001767,"Adulticide"
"1627",2014,4,0.028561,"Adulticide"
"1628",2014,10,0.000589,"Adulticide"
"1629",2014,11,0.105,"Larvicide"
"1630",2014,6,0.10875,"Larvicide"
"1631",2014,3,0.03,"Larvicide"
"1632",2014,8,0.82875,"Larvicide"
"1633",2014,5,0.03,"Larvicide"
"1634",2014,9,0.24,"Larvicide"
"1635",2014,4,3.32625,"Larvicide"
"1636",2014,7,2.5875,"Larvicide"
"1637",2014,9,0.015,"Larvicide"
"1638",2014,5,0.51375,"Larvicide"
"1639",2014,7,0.43125,"Larvicide"
"1640",2014,8,0.138125,"Larvicide"
"1641",2014,3,0.005,"Larvicide"
"1642",2014,11,0.0175,"Larvicide"
"1643",2014,9,0.04,"Larvicide"
"1644",2014,9,0.0025,"Larvicide"
"1645",2014,4,0.554375,"Larvicide"
"1646",2014,5,0.085625,"Larvicide"
"1647",2014,6,0.018125,"Larvicide"
"1648",2014,5,0.005,"Larvicide"
"1649",2014,6,0.4213936,"Larvicide"
"1650",2014,7,11.8108864,"Larvicide"
"1651",2014,9,28.530279,"Larvicide"
"1652",2014,9,0.0624386,"Larvicide"
"1653",2014,8,24.2265476,"Larvicide"
"1654",2014,10,0.0585246,"Larvicide"
"1655",2014,8,0.1443648,"Larvicide"
"1656",2014,11,0.2497132,"Larvicide"
"1657",2014,11,6.74238,"Larvicide"
"1658",2014,10,22.7828584,"Larvicide"
"1659",2014,3,1.21289375,"Larvicide"
"1660",2014,11,1.16601875,"Larvicide"
"1661",2014,9,5.888675,"Larvicide"
"1662",2014,12,0.22265625,"Larvicide"
"1663",2014,5,4.482425,"Larvicide"
"1664",2014,2,0.4746125,"Larvicide"
"1665",2014,10,3.18164375,"Larvicide"
"1666",2014,1,0.01758125,"Larvicide"
"1667",2014,12,0.22265625,"Larvicide"
"1668",2014,6,4.7109375,"Larvicide"
"1669",2014,8,3.05859375,"Larvicide"
"1670",2014,4,8.23828125,"Larvicide"
"1671",2014,7,3.732425,"Larvicide"
"1672",2014,9,8.83342,"Adulticide"
"1673",2014,9,2.208355,"Adulticide"
"1674",2014,9,2.208355,"Adulticide"
"1675",2014,8,2.7592,"Adulticide"
"1676",2014,8,0.6898,"Adulticide"
"1677",2014,8,0.6898,"Adulticide"
"1678",2014,9,0.5766,"Adulticide"
"1679",2014,8,33.15405,"Adulticide"
"1680",2014,6,21.47805,"Adulticide"
"1681",2014,8,13.26162,"Adulticide"
"1682",2014,9,0.23064,"Adulticide"
"1683",2014,6,8.59122,"Adulticide"
"1684",2014,9,0.23064,"Adulticide"
"1685",2014,8,13.26162,"Adulticide"
"1686",2014,6,8.59122,"Adulticide"
"1687",2014,8,3.315405,"Adulticide"
"1688",2014,6,2.147805,"Adulticide"
"1689",2014,9,0.05766,"Adulticide"
"1690",2014,8,3.315405,"Adulticide"
"1691",2014,6,2.147805,"Adulticide"
"1692",2014,9,0.05766,"Adulticide"
"1693",2014,8,0.0115,"Adulticide"
"1694",2014,7,0.02302,"Adulticide"
"1695",2014,8,0.002875,"Adulticide"
"1696",2014,7,0.005755,"Adulticide"
"1697",2014,7,0.005755,"Adulticide"
"1698",2014,8,0.002875,"Adulticide"
"1699",2014,5,1.2443392,"Larvicide"
"1700",2014,4,4.313896,"Larvicide"
"1701",2014,8,0.839824,"Larvicide"
"1702",2014,7,1.0581776,"Larvicide"
"1703",2014,10,1.0147936,"Larvicide"
"1704",2014,11,0.0044624,"Larvicide"
"1705",2014,6,1.5488208,"Larvicide"
"1706",2014,3,1.0726688,"Larvicide"
"1707",2014,2,0.979608,"Larvicide"
"1708",2014,5,7.94883294,"Larvicide"
"1709",2014,6,594.7192314,"Larvicide"
"1710",2014,9,583.10030331,"Larvicide"
"1711",2014,9,35.17510725,"Larvicide"
"1712",2014,4,145.63696617,"Larvicide"
"1713",2014,10,0.56288763,"Larvicide"
"1714",2014,4,5.73437637,"Larvicide"
"1715",2014,11,8.80178481,"Larvicide"
"1716",2014,10,34.44630111,"Larvicide"
"1717",2014,8,559.13766966,"Larvicide"
"1718",2014,7,521.24953761,"Larvicide"
"1719",2014,3,14.24783844,"Larvicide"
"1720",2014,11,7.12792467,"Larvicide"
"1721",2014,5,501.19524792,"Larvicide"
"1722",2014,6,23.9826609,"Larvicide"
"1723",2014,4,5.73437637,"Larvicide"
"1724",2014,8,32.09968791,"Larvicide"
"1725",2014,7,1.659625,"Larvicide"
"1726",2014,6,0.61336,"Larvicide"
"1727",2014,10,4.875,"Larvicide"
"1728",2014,8,5.4,"Larvicide"
"1729",2014,11,0.9,"Larvicide"
"1730",2014,7,6.9,"Larvicide"
"1731",2014,6,3.50625,"Larvicide"
"1732",2014,9,6.15,"Larvicide"
"1733",2014,11,5.12,"Larvicide"
"1734",2014,4,3.1232,"Larvicide"
"1735",2014,5,7.8848,"Larvicide"
"1736",2014,9,23.808,"Larvicide"
"1737",2014,7,81.7664,"Larvicide"
"1738",2014,6,40.5824,"Larvicide"
"1739",2014,8,57.5200256,"Larvicide"
"1740",2014,10,23.8592,"Larvicide"
"1741",2014,5,0.0023475,"Larvicide"
"1742",2014,5,0.0023475,"Larvicide"
"1743",2014,7,0.0140625,"Larvicide"
"1744",2014,4,1.6162038,"Larvicide"
"1745",2014,8,0.8353125,"Larvicide"
"1746",2014,2,0.0219375,"Larvicide"
"1747",2014,5,0.3990951,"Larvicide"
"1748",2014,3,0.0307962,"Larvicide"
"1749",2014,12,0.0037962,"Larvicide"
"1750",2014,10,21.0190788,"Larvicide"
"1751",2014,6,0.7180326,"Larvicide"
"1752",2014,9,0.3628125,"Larvicide"
"1753",2014,1,0.0016875,"Larvicide"
"1754",2014,5,0.3990951,"Larvicide"
"1755",2014,4,1.6162038,"Larvicide"
"1756",2014,7,2.4354837,"Larvicide"
"1757",2014,11,0.9251712,"Larvicide"
"1758",2014,12,0.0037962,"Larvicide"
"1759",2014,5,0.6651585,"Larvicide"
"1760",2014,11,1.541952,"Larvicide"
"1761",2014,6,1.196721,"Larvicide"
"1762",2014,9,0.6046875,"Larvicide"
"1763",2014,1,0.0028125,"Larvicide"
"1764",2014,8,1.3921875,"Larvicide"
"1765",2014,7,4.0591395,"Larvicide"
"1766",2014,5,0.6651585,"Larvicide"
"1767",2014,10,35.031798,"Larvicide"
"1768",2014,2,0.0365625,"Larvicide"
"1769",2014,12,0.006327,"Larvicide"
"1770",2014,3,0.051327,"Larvicide"
"1771",2014,4,2.693673,"Larvicide"
"1772",2014,12,0.006327,"Larvicide"
"1773",2014,4,2.693673,"Larvicide"
"1774",2014,6,1.4844,"Adulticide"
"1775",2014,8,39.29038,"Adulticide"
"1776",2014,7,24.5159,"Adulticide"
"1777",2014,5,0.7654,"Adulticide"
"1778",2014,5,0.7654,"Adulticide"
"1779",2014,9,54.2852,"Adulticide"
"1780",2014,6,4.13896,"Larvicide"
"1781",2014,8,5.38066,"Larvicide"
"1782",2014,10,4.89778,"Larvicide"
"1783",2014,7,3.10422,"Larvicide"
"1784",2014,9,8.12618,"Larvicide"
"1785",2014,5,0.27594,"Larvicide"
"1786",2014,4,0.4139,"Larvicide"
"1787",2014,11,0.8278,"Larvicide"
"1788",2014,8,9.87154,"Larvicide"
"1789",2014,10,6.447615,"Larvicide"
"1790",2014,3,0.052065,"Larvicide"
"1791",2014,7,11.221095,"Larvicide"
"1792",2014,11,0.039045,"Larvicide"
"1793",2014,5,4.493645,"Larvicide"
"1794",2014,6,9.24435,"Larvicide"
"1795",2014,4,2.13131,"Larvicide"
"1796",2014,9,9.561605,"Larvicide"
"1797",2014,10,0.24,"Larvicide"
"1798",2014,9,4.8,"Larvicide"
"1799",2014,5,0.595663,"Larvicide"
"1800",2014,12,0.0265625,"Larvicide"
"1801",2014,4,17.99609375,"Larvicide"
"1802",2014,4,0.1178865,"Larvicide"
"1803",2014,9,0.05015,"Larvicide"
"1804",2014,10,0.27425675,"Larvicide"
"1805",2014,2,0.00133025,"Larvicide"
"1806",2014,6,18.0359375,"Larvicide"
"1807",2014,8,0.09398025,"Larvicide"
"1808",2014,3,0.0053125,"Larvicide"
"1809",2014,1,0.00133025,"Larvicide"
"1810",2014,11,0.020587,"Larvicide"
"1811",2014,7,0.45058075,"Larvicide"
"1812",2014,6,0.291576,"Larvicide"
"1813",2014,6,0.16,"Larvicide"
"1814",2014,4,0.110952,"Larvicide"
"1815",2014,8,0.01713175,"Larvicide"
"1816",2014,12,0.0265625,"Larvicide"
"1817",2014,6,0.3825,"Larvicide"
"1818",2014,5,19.7027365,"Larvicide"
"1819",2014,4,23.30859375,"Larvicide"
"1820",2014,3,0.529924,"Larvicide"
"1821",2014,9,31.8059375,"Larvicide"
"1822",2014,8,0.595,"Larvicide"
"1823",2014,11,0.69726775,"Larvicide"
"1824",2014,10,16.84195525,"Larvicide"
"1825",2014,4,0.1476573,"Larvicide"
"1826",2014,7,0.00672,"Larvicide"
"1827",2014,7,0.0826875,"Larvicide"
"1828",2014,8,0.0255948,"Larvicide"
"1829",2014,10,0.0098448,"Larvicide"
"1830",2014,5,0.0354375,"Larvicide"
"1831",2014,6,0.0767823,"Larvicide"
"1832",2014,9,0.0065625,"Larvicide"
"1833",2014,3,0.0059073,"Larvicide"
"1834",2014,4,0.45,"Larvicide"
"1835",2014,10,0.185859,"Larvicide"
"1836",2014,5,0.988125,"Larvicide"
"1837",2014,6,0.1490625,"Larvicide"
"1838",2014,3,0.0159375,"Larvicide"
"1839",2014,9,0.12,"Larvicide"
"1840",2014,7,0.2184375,"Larvicide"
"1841",2014,11,0.0375,"Larvicide"
"1842",2014,8,0.1996875,"Larvicide"
"1843",2014,8,0.32,"Larvicide"
"1844",2014,9,1.4000528,"Larvicide"
"1845",2015,10,32.1889,"Larvicide"
"1846",2015,8,4.9202,"Larvicide"
"1847",2015,4,130.2374,"Larvicide"
"1848",2015,9,310.8033,"Larvicide"
"1849",2015,3,21.6074,"Larvicide"
"1850",2015,8,130.8006,"Larvicide"
"1851",2015,6,1.7784,"Larvicide"
"1852",2015,3,0.9485,"Larvicide"
"1853",2015,3,0.2371,"Larvicide"
"1854",2015,9,4.8609,"Larvicide"
"1855",2015,2,10.1961,"Larvicide"
"1856",2015,11,3.3789,"Larvicide"
"1857",2015,5,0.1526,"Larvicide"
"1858",2015,12,3.6161,"Larvicide"
"1859",2015,7,3.1715,"Larvicide"
"1860",2015,6,2.8751,"Larvicide"
"1861",2015,10,5.4241,"Larvicide"
"1862",2015,9,23.2917608,"Adulticide"
"1863",2015,8,10.2303102,"Adulticide"
"1864",2015,9,23.2917608,"Adulticide"
"1865",2015,8,10.2303102,"Adulticide"
"1866",2015,5,0.05,"Larvicide"
"1867",2015,4,0.519485,"Larvicide"
"1868",2015,9,10.36794,"Larvicide"
"1869",2015,10,7.28789,"Larvicide"
"1870",2015,5,2.536265,"Larvicide"
"1871",2015,8,10.56819,"Larvicide"
"1872",2015,3,0.00433075,"Larvicide"
"1873",2015,10,0.23940675,"Larvicide"
"1874",2015,9,0.07866,"Larvicide"
"1875",2015,8,0.22275,"Larvicide"
"1876",2015,8,0.0225,"Larvicide"
"1877",2015,4,0.0050634,"Larvicide"
"1878",2015,7,0.396,"Larvicide"
"1879",2015,5,0.0523134,"Larvicide"
"1880",2015,3,0.009,"Larvicide"
"1881",2015,8,0.02448,"Larvicide"
"1882",2015,6,0.1215,"Larvicide"
"1883",2015,4,0.342,"Larvicide"
"1884",2015,9,10.95307,"Adulticide"
"1885",2015,5,0.0099,"Adulticide"
"1886",2015,8,19.72807,"Adulticide"
"1887",2015,3,0.0033,"Adulticide"
"1888",2015,9,10.95307,"Adulticide"
"1889",2015,8,19.72807,"Adulticide"
"1890",2015,3,0.0033,"Adulticide"
"1891",2015,5,0.0099,"Adulticide"
"1892",2015,9,2.190614,"Adulticide"
"1893",2015,3,0.00066,"Adulticide"
"1894",2015,8,3.945614,"Adulticide"
"1895",2015,5,0.00198,"Adulticide"
"1896",2015,8,3052.144091,"Larvicide"
"1897",2015,9,1240.654347,"Larvicide"
"1898",2015,6,1690.349451,"Larvicide"
"1899",2015,11,25.818975,"Larvicide"
"1900",2015,12,104.674349,"Larvicide"
"1901",2015,2,185.68128,"Larvicide"
"1902",2015,2,359.330971,"Larvicide"
"1903",2015,3,1601.635482,"Larvicide"
"1904",2015,8,1213.705807,"Larvicide"
"1905",2015,6,82.620623,"Larvicide"
"1906",2015,9,2408.873556,"Larvicide"
"1907",2015,11,204.554958,"Larvicide"
"1908",2015,5,3696.796488,"Larvicide"
"1909",2015,5,1620.121839,"Larvicide"
"1910",2015,10,2320.744885,"Larvicide"
"1911",2015,1,46.151339,"Larvicide"
"1912",2015,10,337.52896,"Larvicide"
"1913",2015,4,3481.416427,"Larvicide"
"1914",2015,4,770.299795,"Larvicide"
"1915",2015,11,20.04569,"Larvicide"
"1916",2015,8,7.23794,"Larvicide"
"1917",2015,7,6.51414,"Larvicide"
"1918",2015,5,3.76599,"Larvicide"
"1919",2015,9,1212.13957,"Larvicide"
"1920",2015,6,2.89517,"Larvicide"
"1921",2015,9,6.51414,"Larvicide"
"1922",2015,10,1090.96067,"Larvicide"
"1923",2015,10,14.47587,"Larvicide"
"1924",2015,12,0.05655,"Larvicide"
"1925",2015,8,915.66689,"Larvicide"
"1926",2015,5,0.008835,"Adulticide"
"1927",2015,8,0.15311,"Adulticide"
"1928",2015,9,0.008835,"Adulticide"
"1929",2015,10,0.008835,"Adulticide"
"1930",2015,10,0.008835,"Adulticide"
"1931",2015,5,0.008835,"Adulticide"
"1932",2015,9,0.008835,"Adulticide"
"1933",2015,8,0.15311,"Adulticide"
"1934",2015,8,0.030622,"Adulticide"
"1935",2015,5,0.001767,"Adulticide"
"1936",2015,9,0.001767,"Adulticide"
